"gesgewicht","nwgewicht","d1","d2a","d3","d7","d38","d46","d63","q1","q2","q4","q5","q6","q33","q34ba","wahlnorm","q73a","q73b","q73c","q73d","q73e","q73f","q73g","q73h","q75a","q75b","q76","gespraechebtw","q111","q114ba","q114bb","untwerreg","untwenwaehlt","gewaehlt","wabs","wbt","pwahl21","nichtwahl17","pwahl17","unterschied","polintnum","polint","demzuf","geburtsjahr","alter","alter2","frau","polwissen","bildung","gewhheink","drittel","pid","pidstaerke","ost"
1.13771831989288,NA,2,"1985",4,5,4,15,10,3,3,2,2,1,1,1,5,0,0,1,0,1,0,0,0,2,2,2,4,NA,NA,NA,NA,NA,NA,1,1,NA,0,"Union",NA,2,"mittel","zufrieden",1985,36,1296,1,1,"hoch",5,"mittel",1,"stark","West"
0.863127410411835,NA,2,"1962",2,5,2,-97,6,3,2,2,2,1,1,4,4,0,0,0,0,0,0,0,0,4,4,3,7,NA,NA,NA,NA,NA,NA,1,1,NA,0,"SPD",NA,2,"mittel","zufrieden",1962,59,3481,1,1,"hoch",4.24264068711928,"niedrig",1,"mittel","West"
2.28890585899353,2.08818888664246,2,"1942",2,2,3,10,7,2,NA,3,3,NA,2,NA,NA,0,0,0,0,0,0,0,0,4,4,2,2,1,NA,NA,4,3,1,NA,1,NA,1,"Nichtwahl",3.5,3,"hoch","teils/teils",1942,79,6241,1,0,"niedrig",4.94974746830583,"niedrig",1,"stark","West"
0.768316328525543,NA,1,"1965",4,5,4,9,8,2,1,4,1,1,1,4,5,1,1,1,1,1,0,0,0,6,6,3,4,NA,NA,NA,NA,NA,NA,1,1,NA,0,"SPD",NA,3,"hoch","unzufrieden",1965,56,3136,0,0,"hoch",4,"niedrig",1,"mittel","West"
0.506648778915405,0.4865403175354,1,"1933",2,5,5,-97,7,3,NA,2,NA,NA,1,1,NA,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,5,1,1,NA,1,"Union",0,"Union",3,2,"mittel","zufrieden",1933,88,7744,0,NA,"hoch",4.94974746830583,"niedrig",1,"sehr stark","West"
1.98169827461243,NA,2,"1989",2,3,3,15,6,5,4,3,1,1,2,NA,5,0,0,0,0,0,0,0,0,808,808,NA,2,NA,NA,NA,NA,NA,NA,1,1,NA,1,"Nichtwahl",NA,1,"(sehr) gering","teils/teils",1989,32,1024,1,0,"mittel",4.24264068711928,"niedrig",0,"keine","West"
1.01274418830872,NA,1,"1991",2,4,4,15,10,3,2,2,2,1,1,1,5,0,0,0,0,0,0,0,0,2,2,2,5,NA,NA,NA,NA,NA,NA,1,1,NA,0,"Union",NA,2,"mittel","zufrieden",1991,30,900,0,1,"hoch",7.07106781186547,"hoch",1,"stark","West"
0.863127410411835,NA,2,"1976",4,5,4,-97,8,3,3,3,3,1,1,322,4,1,0,1,0,0,0,1,0,1,1,2,3,NA,NA,NA,NA,NA,NA,1,1,NA,0,"AfD",NA,2,"mittel","teils/teils",1976,45,2025,1,0,"hoch",4,"niedrig",1,"stark","West"
1.01274418830872,NA,1,"1988",2,5,4,14,12,2,2,4,3,1,1,5,4,NA,NA,NA,NA,NA,NA,NA,NA,5,5,3,2,NA,NA,NA,NA,NA,NA,1,1,NA,0,"FDP",NA,3,"hoch","unzufrieden",1988,33,1089,0,0,"hoch",8.48528137423857,"hoch",1,"mittel","Ost"
0.768316328525543,0.765514016151428,1,"1964",2,5,5,10,11,1,NA,1,2,NA,1,6,NA,0,0,1,0,1,0,0,0,6,6,2,5,1,6,6,2,4,1,NA,1,"Grüne",0,"Grüne",3,4,"sehr hoch","sehr zufrieden",1964,57,3249,0,1,"hoch",7.77817459305202,"hoch",1,"stark","West"
1.13771831989288,1.18115329742432,2,"1991",2,5,4,7,8,2,NA,2,2,NA,1,6,NA,0,0,0,0,0,0,1,0,6,6,3,2,1,6,6,4,4,1,NA,1,"Grüne",0,"Grüne",4,3,"hoch","zufrieden",1991,30,900,1,1,"hoch",5.65685424949238,"mittel",1,"mittel","West"
0.768316328525543,NA,1,"1962",2,5,6,7,NA,1,2,1,2,1,1,5,4,0,1,1,1,0,1,1,1,5,5,3,7,NA,NA,NA,NA,NA,NA,1,1,NA,0,"FDP",NA,4,"sehr hoch","sehr zufrieden",1962,59,3481,0,1,"hoch",NA,NA,1,"mittel","West"
0.863127410411835,NA,2,"1974",3,5,5,7,11,2,3,2,1,1,1,6,5,0,0,0,0,0,0,0,0,6,6,2,6,NA,NA,NA,NA,NA,NA,1,1,NA,0,"Grüne",NA,3,"hoch","zufrieden",1974,47,2209,1,0,"hoch",6.35085296108588,"mittel",1,"stark","West"
1.11963427066803,NA,2,"1992",3,5,4,15,8,4,3,3,2,1,1,6,5,0,0,0,0,0,0,0,0,808,808,NA,2,NA,NA,NA,NA,NA,NA,1,1,NA,0,"Grüne",NA,1,"(sehr) gering","teils/teils",1992,29,841,1,1,"hoch",4.61880215351701,"niedrig",0,"keine","West"
2.28890585899353,NA,2,"1954",2,2,3,15,7,2,2,3,3,1,1,NA,3,0,0,0,0,0,0,0,0,1,1,3,4,NA,NA,NA,NA,NA,NA,1,1,NA,0,NA,NA,3,"hoch","teils/teils",1954,67,4489,1,0,"niedrig",4.94974746830583,"niedrig",1,"mittel","West"
0.863127410411835,NA,2,"1970",1,5,5,16,9,1,2,3,2,1,1,7,3,1,0,1,0,1,0,0,0,7,7,3,7,NA,NA,NA,NA,NA,NA,1,1,NA,0,"Linke",NA,4,"sehr hoch","teils/teils",1970,51,2601,1,1,"hoch",9,"hoch",1,"mittel","Ost"
0.863127410411835,NA,2,"1970",2,4,4,15,11,2,2,2,1,1,1,6,5,0,1,1,0,1,0,0,0,6,6,1,5,NA,NA,NA,NA,NA,NA,1,1,NA,0,"Grüne",NA,3,"hoch","zufrieden",1970,51,2601,1,0,"hoch",7.77817459305202,"hoch",1,"sehr stark","West"
1.11963427066803,NA,2,"2000",2,5,4,16,8,4,3,2,2,6,NA,NA,5,0,0,0,0,0,0,0,0,5,5,2,3,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,"(sehr) gering","zufrieden",2000,21,441,1,1,"hoch",5.65685424949238,"mittel",1,"stark","Ost"
2.03747820854187,1.90938878059387,1,"1946",2,2,4,-99,7,2,NA,3,3,NA,1,4,NA,0,0,0,0,0,0,0,0,4,4,2,6,1,6,6,4,5,1,NA,1,"Grüne",0,"SPD",4.5,3,"hoch","teils/teils",1946,75,5625,0,0,"niedrig",4.94974746830583,"niedrig",1,"stark","West"
0.506648778915405,0.4865403175354,1,"1938",2,5,6,6,12,2,NA,2,3,NA,1,1,NA,0,0,0,0,0,0,0,0,2,2,2,7,1,1,1,5,5,1,NA,1,"Union",0,"Union",5,3,"hoch","zufrieden",1938,83,6889,0,0,"hoch",8.48528137423857,"hoch",1,"stark","West"
1.13771831989288,NA,2,"1983",3,5,3,-97,8,4,2,3,3,1,1,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,4,NA,NA,NA,NA,NA,NA,1,1,NA,0,NA,NA,1,"(sehr) gering","teils/teils",1983,38,1444,1,0,"hoch",4.61880215351701,"niedrig",1,"mittel","West"
0.863127410411835,NA,2,"1966",2,4,3,8,8,3,3,1,3,1,1,1,5,0,0,1,0,1,0,0,0,1,1,1,7,NA,NA,NA,NA,NA,NA,1,1,NA,0,"Union",NA,2,"mittel","sehr zufrieden",1966,55,3025,1,0,"hoch",5.65685424949238,"mittel",1,"sehr stark","Ost"
2.28890585899353,2.08818888664246,2,"1943",2,2,4,6,NA,3,NA,2,3,NA,1,1,NA,0,0,0,0,0,0,0,0,2,2,3,1,1,5,5,3,4,1,NA,1,"FDP",0,"Union",3.5,2,"mittel","zufrieden",1943,78,6084,1,0,"niedrig",NA,NA,1,"mittel","West"
1.50341141223907,NA,2,"1976",5,3,3,15,9,2,2,3,2,1,1,6,4,0,0,0,0,1,0,0,0,6,6,3,3,NA,NA,NA,NA,NA,NA,1,1,NA,0,"Grüne",NA,3,"hoch","teils/teils",1976,45,2025,1,1,"mittel",4.02492235949962,"niedrig",1,"mittel","West"
2.03747820854187,NA,1,"1947",2,2,4,15,9,2,2,2,3,6,1,1,5,0,0,0,0,0,0,0,0,808,808,NA,2,NA,NA,NA,NA,NA,NA,1,1,NA,0,"Union",NA,3,"hoch","zufrieden",1947,74,5476,0,0,"niedrig",6.36396103067893,"mittel",0,"keine","West"
2.03747820854187,NA,1,"1951",3,2,3,15,7,1,1,2,2,1,1,322,5,0,0,0,0,1,0,0,0,1,1,2,2,NA,NA,NA,NA,NA,NA,1,1,NA,0,"AfD",NA,4,"sehr hoch","zufrieden",1951,70,4900,0,1,"niedrig",4.04145188432738,"niedrig",1,"stark","West"
0.56917005777359,0.532101452350616,2,"1948",2,NA,6,10,13,3,NA,3,2,NA,1,6,NA,0,1,1,0,1,0,0,1,6,6,2,4,1,6,6,5,4,1,NA,1,"Grüne",0,"Grüne",4.5,2,"mittel","teils/teils",1948,73,5329,1,1,NA,9.19238815542512,"hoch",1,"stark","West"
1.95019865036011,NA,2,"1992",1,3,3,15,5,4,3,3,3,1,2,NA,4,0,0,0,0,0,0,0,0,4,4,3,5,NA,NA,NA,NA,NA,NA,1,1,NA,1,"Nichtwahl",NA,1,"(sehr) gering","teils/teils",1992,29,841,1,0,"mittel",5,"mittel",1,"mittel","West"
1.95019865036011,1.98814845085144,2,"1996",2,3,2,15,NA,3,NA,3,1,NA,1,4,NA,0,0,0,0,0,0,0,0,4,4,3,0,1,4,4,5,4,1,NA,1,"SPD",0,"SPD",4.5,2,"mittel","teils/teils",1996,25,625,1,0,"mittel",NA,NA,1,"mittel","West"
2.03747820854187,NA,1,"1953",1,2,3,-97,7,4,3,2,2,6,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,1,NA,NA,NA,NA,NA,NA,1,1,NA,1,"Nichtwahl",NA,1,"(sehr) gering","zufrieden",1953,68,4624,0,1,"niedrig",7,"hoch",1,"mittel","West"
0.506648778915405,0.4865403175354,1,"1946",2,5,3,17,6,3,NA,2,2,NA,1,7,NA,0,0,0,0,0,0,0,0,808,808,NA,5,1,801,234,3,2,1,NA,1,NA,0,"Linke",2.5,2,"mittel","zufrieden",1946,75,5625,0,1,"hoch",4.24264068711928,"niedrig",0,"keine","Ost"
0.863127410411835,NA,2,"1964",1,5,3,15,7,3,2,3,2,1,2,NA,5,0,0,1,0,0,0,0,0,4,4,3,2,NA,NA,NA,NA,NA,NA,1,1,NA,1,"Nichtwahl",NA,2,"mittel","teils/teils",1964,57,3249,1,1,"hoch",7,"hoch",1,"mittel","West"
1.50341141223907,1.45096218585968,2,"1969",2,3,4,10,9,4,NA,2,2,NA,1,6,NA,0,0,0,0,0,0,0,0,6,6,3,3,1,4,4,4,4,1,NA,1,"SPD",0,"Grüne",4,1,"(sehr) gering","zufrieden",1969,52,2704,1,1,"mittel",6.36396103067893,"mittel",1,"mittel","West"
0.996646344661713,NA,1,"1995",1,5,3,15,7,3,2,2,2,1,1,1,5,0,0,1,0,0,0,0,0,2,2,2,4,NA,NA,NA,NA,NA,NA,1,1,NA,0,"Union",NA,2,"mittel","zufrieden",1995,26,676,0,1,"hoch",7,"hoch",1,"stark","West"
1.50341141223907,NA,2,"1969",1,3,4,15,7,3,4,2,2,6,1,4,5,0,0,1,0,0,0,0,0,4,4,3,2,NA,NA,NA,NA,NA,NA,1,1,NA,0,"SPD",NA,2,"mittel","zufrieden",1969,52,2704,1,1,"mittel",7,"hoch",1,"mittel","West"
0.506648778915405,0.4865403175354,1,"1953",2,4,4,15,11,2,NA,1,2,NA,1,1,NA,0,0,0,0,0,0,0,0,2,2,2,7,1,1,1,4,4,1,NA,1,"Union",0,"Union",4,3,"hoch","sehr zufrieden",1953,68,4624,0,1,"hoch",7.77817459305202,"hoch",1,"stark","West"
4.07273054122925,NA,1,"1982",1,2,4,15,NA,4,4,2,1,1,1,1,5,0,0,0,0,0,0,0,0,1,1,2,2,NA,NA,NA,NA,NA,NA,1,1,NA,0,"Union",NA,1,"(sehr) gering","zufrieden",1982,39,1521,0,0,"niedrig",NA,NA,1,"stark","West"
1.11963427066803,NA,2,"1993",1,5,4,15,7,2,1,3,2,1,1,6,5,0,0,0,0,0,0,0,0,1,1,2,4,NA,NA,NA,NA,NA,NA,1,1,NA,0,"Grüne",NA,3,"hoch","teils/teils",1993,28,784,1,1,"hoch",7,"hoch",1,"stark","West"
2.28890585899353,NA,2,"1943",2,2,4,15,9,4,1,2,3,1,1,1,1,0,0,0,0,0,0,0,0,1,1,3,1,NA,NA,NA,NA,NA,NA,1,1,NA,0,"Union",NA,1,"(sehr) gering","zufrieden",1943,78,6084,1,0,"niedrig",6.36396103067893,"mittel",1,"mittel","West"
1.13771831989288,NA,2,"1991",3,5,4,15,10,3,3,2,2,1,1,6,5,0,0,0,0,1,0,0,0,6,6,2,7,NA,NA,NA,NA,NA,NA,1,1,NA,0,"Grüne",NA,2,"mittel","zufrieden",1991,30,900,1,1,"hoch",5.77350269189626,"mittel",1,"stark","West"
0.863127410411835,0.837198853492737,2,"1964",1,5,4,-97,4,3,NA,1,3,NA,1,1,NA,0,0,0,0,NA,0,0,0,NA,NA,3,2,1,1,1,5,5,1,NA,1,"Union",0,"Union",5,2,"mittel","sehr zufrieden",1964,57,3249,1,0,"hoch",4,"niedrig",NA,NA,"West"
0.863127410411835,0.837198853492737,2,"1967",2,5,4,9,11,3,NA,2,1,NA,1,1,NA,0,0,1,0,1,0,0,0,6,6,2,7,1,6,6,5,5,1,NA,1,"Grüne",0,"Union",5,2,"mittel","zufrieden",1967,54,2916,1,0,"hoch",7.77817459305202,"hoch",1,"stark","West"
0.882490277290344,0.843230426311493,1,"1937",2,3,4,-97,8,3,NA,2,2,NA,1,1,NA,0,0,0,0,0,0,0,0,2,2,3,1,1,1,1,5,3,1,NA,1,"Union",0,"Union",4,2,"mittel","zufrieden",1937,84,7056,0,1,"mittel",5.65685424949238,"mittel",1,"mittel","West"
0.882490277290344,NA,1,"1946",2,3,4,15,NA,2,2,2,3,1,1,1,NA,0,0,0,0,0,0,0,0,1,1,2,4,NA,NA,NA,NA,NA,NA,1,1,NA,0,"Union",NA,3,"hoch","zufrieden",1946,75,5625,0,0,"mittel",NA,NA,1,"stark","West"
0.832660377025604,NA,2,"1941",1,3,4,-97,3,3,3,2,1,1,1,NA,2,0,0,0,0,0,0,0,0,2,2,NA,7,NA,NA,NA,NA,NA,NA,1,1,NA,0,NA,NA,2,"mittel","zufrieden",1941,80,6400,1,0,"mittel",3,"niedrig",1,NA,"West"
1.71126008033752,NA,1,"1940",2,2,4,15,8,3,2,3,NA,1,1,5,5,0,0,0,0,0,0,0,0,1,1,2,7,NA,NA,NA,NA,NA,NA,1,1,NA,0,"FDP",NA,2,"mittel","teils/teils",1940,81,6561,0,NA,"niedrig",5.65685424949238,"mittel",1,"stark","West"
2.59507012367249,2.56931972503662,1,"1973",4,2,4,15,7,2,NA,2,3,NA,1,1,NA,0,0,0,0,0,0,0,0,1,1,2,3,1,5,5,3,2,1,NA,1,"FDP",0,"Union",2.5,3,"hoch","zufrieden",1973,48,2304,0,0,"niedrig",3.5,"niedrig",1,"stark","West"
1.2627021074295,1.24092531204224,2,"1970",4,3,1,15,7,2,NA,3,3,NA,1,5,NA,0,0,1,0,1,0,0,0,5,5,2,7,1,5,5,5,5,1,NA,1,"FDP",0,"FDP",5,3,"hoch","teils/teils",1970,51,2601,1,0,"mittel",3.5,"niedrig",1,"stark","West"
1.71126008033752,NA,1,"1944",2,2,4,1,8,1,2,2,2,1,1,6,5,0,0,0,0,0,0,0,0,6,6,2,4,NA,NA,NA,NA,NA,NA,1,1,NA,0,"Grüne",NA,4,"sehr hoch","zufrieden",1944,77,5929,0,1,"niedrig",5.65685424949238,"mittel",1,"stark","West"
1.71126008033752,NA,1,"1940",1,1,4,15,3,3,2,1,NA,1,1,1,4,0,0,0,0,0,0,0,0,1,1,3,0,NA,NA,NA,NA,NA,NA,1,1,NA,0,"Union",NA,2,"mittel","sehr zufrieden",1940,81,6561,0,NA,"niedrig",3,"niedrig",1,"mittel","West"
0.645302176475525,NA,1,"-99 keine Angabe",3,4,NA,2,9,2,2,3,1,1,1,4,2,0,0,0,0,0,0,0,0,4,4,2,4,NA,NA,NA,NA,NA,NA,1,1,NA,0,"SPD",NA,3,"hoch","teils/teils",NA,NA,NA,0,0,"hoch",5.19615242270663,"mittel",1,"stark","West"
0.832660377025604,0.788699090480804,2,"1938",2,3,4,-97,9,3,NA,2,3,NA,1,4,NA,0,0,0,0,0,0,0,0,4,4,3,7,1,4,4,5,5,1,NA,1,"SPD",0,"SPD",5,2,"mittel","zufrieden",1938,83,6889,1,0,"mittel",6.36396103067893,"mittel",1,"mittel","West"
1.92243242263794,1.78590905666351,2,"1949",2,2,4,6,8,3,NA,2,1,NA,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,2,2,1,5,5,4,5,1,NA,1,"FDP",0,"FDP",4.5,2,"mittel","zufrieden",1949,72,5184,1,0,"niedrig",5.65685424949238,"mittel",1,"stark","West"
1.71126008033752,1.63299119472504,1,"1950",3,2,3,15,NA,3,NA,3,3,NA,1,5,NA,0,0,0,0,0,0,0,0,2,2,3,1,1,5,5,5,5,1,NA,1,"FDP",0,"FDP",5,2,"mittel","teils/teils",1950,71,5041,0,0,"niedrig",NA,NA,1,"mittel","West"
1.12399888038635,NA,1,"1971",3,3,2,3,NA,2,2,3,2,1,1,322,5,0,0,0,0,0,0,0,0,5,5,3,5,NA,NA,NA,NA,NA,NA,1,1,NA,0,"AfD",NA,3,"hoch","teils/teils",1971,50,2500,0,1,"mittel",NA,NA,1,"mittel","West"
1.92243242263794,NA,2,"1936",1,2,2,-97,3,3,5,2,1,2,NA,NA,5,0,0,0,0,0,0,0,0,4,4,2,3,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,2,"mittel","zufrieden",1936,85,7225,1,0,"niedrig",3,"niedrig",1,"stark","West"
1.45803153514862,NA,1,"1997",1,3,2,15,7,4,3,3,3,1,2,NA,4,0,0,0,0,0,0,0,0,322,322,2,2,NA,NA,NA,NA,NA,NA,1,1,NA,1,"Nichtwahl",NA,1,"(sehr) gering","teils/teils",1997,24,576,0,0,"mittel",7,"hoch",1,"stark","West"
0.832660377025604,NA,2,"1957",2,3,4,15,8,2,1,1,2,1,1,1,5,0,1,1,0,0,0,0,0,1,1,2,4,NA,NA,NA,NA,NA,NA,1,1,NA,0,"Union",NA,3,"hoch","sehr zufrieden",1957,64,4096,1,1,"mittel",5.65685424949238,"mittel",1,"stark","West"
0.940370559692383,0.981094717979431,2,"1995",4,4,4,13,6,2,NA,2,1,NA,1,6,NA,0,1,0,0,1,0,0,0,6,6,2,1,1,6,6,5,5,1,NA,1,"Grüne",0,"Grüne",5,3,"hoch","zufrieden",1995,26,676,1,0,"hoch",3,"niedrig",1,"stark","Ost"
0.645302176475525,NA,1,"1967",2,4,5,9,9,2,1,2,2,2,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,1,1,NA,0,"Union",NA,3,"hoch","zufrieden",1967,54,2916,0,1,"hoch",6.36396103067893,"mittel",NA,NA,"West"
0.645302176475525,0.654700517654419,1,"1962",2,4,4,7,10,1,NA,2,2,NA,1,5,NA,1,0,0,1,0,0,1,0,5,5,1,5,1,5,5,5,5,1,NA,1,"FDP",0,"FDP",5,4,"sehr hoch","zufrieden",1962,59,3481,0,1,"hoch",7.07106781186547,"hoch",1,"sehr stark","West"
0.832660377025604,0.788699090480804,2,"1960",1,3,2,6,5,4,NA,2,1,NA,1,6,NA,0,0,0,0,0,0,0,0,808,808,NA,0,1,5,5,4,5,1,NA,1,"FDP",0,"Grüne",4.5,1,"(sehr) gering","zufrieden",1960,61,3721,1,0,"mittel",5,"mittel",0,"keine","West"
1.92243242263794,NA,2,"1934",1,2,3,15,NA,3,2,1,2,1,1,4,5,0,0,1,1,0,0,0,0,808,808,NA,2,NA,NA,NA,NA,NA,NA,1,1,NA,0,"SPD",NA,2,"mittel","sehr zufrieden",1934,87,7569,1,1,"niedrig",NA,NA,0,"keine","West"
0.724933385848999,NA,2,"1962",2,4,4,10,13,1,1,1,2,6,1,1,5,0,0,0,0,1,0,0,0,6,6,3,4,NA,NA,NA,NA,NA,NA,1,1,NA,0,"Union",NA,4,"sehr hoch","sehr zufrieden",1962,59,3481,1,1,"hoch",9.19238815542512,"hoch",1,"mittel","West"
1.92243242263794,1.78590905666351,2,"1950",1,2,4,15,6,4,NA,3,NA,NA,1,4,NA,0,0,0,0,0,0,0,0,4,4,2,0,1,4,4,3,3,1,NA,1,"SPD",0,"SPD",3,1,"(sehr) gering","teils/teils",1950,71,5041,1,NA,"niedrig",6,"mittel",1,"stark","West"
1.71126008033752,NA,1,"1956",2,2,4,15,NA,2,2,3,1,1,1,NA,NA,0,0,0,0,0,0,0,0,4,4,3,0,NA,NA,NA,NA,NA,NA,1,1,NA,0,NA,NA,3,"hoch","teils/teils",1956,65,4225,0,0,"niedrig",NA,NA,1,"mittel","West"
2.59507012367249,2.56931972503662,1,"1966",4,2,4,15,9,3,NA,1,2,NA,1,5,NA,0,0,0,0,0,0,0,0,5,5,3,3,1,4,4,4,5,1,NA,1,"SPD",0,"FDP",4.5,2,"mittel","sehr zufrieden",1966,55,3025,0,1,"niedrig",4.5,"niedrig",1,"mittel","West"
0.425529897212982,NA,1,"1948",2,5,4,10,10,2,2,2,2,1,1,6,5,0,1,0,0,0,0,0,0,6,6,3,6,NA,NA,NA,NA,NA,NA,1,1,NA,0,"Grüne",NA,3,"hoch","zufrieden",1948,73,5329,0,1,"hoch",7.07106781186547,"hoch",1,"mittel","West"
2.59507012367249,NA,1,"1964",2,2,2,10,8,3,3,2,3,1,1,4,4,0,0,0,0,0,0,0,0,4,4,2,3,NA,NA,NA,NA,NA,NA,1,1,NA,0,"SPD",NA,2,"mittel","zufrieden",1964,57,3249,0,0,"niedrig",5.65685424949238,"mittel",1,"stark","West"
0.832660377025604,0.788699090480804,2,"1958",4,3,4,3,10,3,NA,3,NA,NA,1,NA,NA,0,0,1,1,0,0,0,0,1,1,3,0,1,NA,NA,5,1,1,NA,1,NA,0,NA,3,2,"mittel","teils/teils",1958,63,3969,1,NA,"mittel",5,"mittel",1,"mittel","West"
0.645302176475525,0.654700517654419,1,"1963",2,5,4,10,10,3,NA,2,2,NA,1,6,NA,0,0,1,0,1,0,0,0,808,808,NA,4,1,6,6,4,4,1,NA,1,"Grüne",0,"Grüne",4,2,"mittel","zufrieden",1963,58,3364,0,1,"hoch",7.07106781186547,"hoch",0,"keine","West"
1.63795506954193,NA,2,"2002",2,3,3,15,2,3,2,2,1,1,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2,7,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,2,"mittel","zufrieden",2002,19,361,1,0,"mittel",1.41421356237309,"niedrig",1,"stark","West"
